@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R495,498,497,389,500,491,501-weka.filters.unsupervised.attribute.Remove-V-R4,6,5,3,7'

@attribute feature-128 {'\'(-inf-443.1]\'','\'(443.1-451.2]\'','\'(451.2-459.3]\'','\'(459.3-467.4]\'','\'(467.4-475.5]\'','\'(475.5-483.6]\'','\'(483.6-491.7]\'','\'(491.7-499.8]\'','\'(499.8-507.9]\'','\'(507.9-inf)\''}
@attribute feature-241 {'\'(-inf-365]\'','\'(365-397]\'','\'(397-429]\'','\'(429-461]\'','\'(461-493]\'','\'(493-525]\'','\'(525-557]\'','\'(557-589]\'','\'(589-621]\'','\'(621-inf)\''}
@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute CLASS {0,1}

@data
'\'(467.4-475.5]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(491.7-499.8]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',0
'\'(483.6-491.7]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',1
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(459.3-467.4]\'','\'(493-525]\'','\'(199.8-299.7]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(499.8-507.9]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',1
'\'(483.6-491.7]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(518-580.2]\'',0
'\'(467.4-475.5]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',1
'\'(459.3-467.4]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(451.2-459.3]\'','\'(429-461]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'',0
'\'(491.7-499.8]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'',1
'\'(459.3-467.4]\'','\'(461-493]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',0
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(499.8-507.9]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(499.8-507.9]\'','\'(589-621]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(491.7-499.8]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',0
'\'(475.5-483.6]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',0
'\'(491.7-499.8]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(459.3-467.4]\'','\'(461-493]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(451.2-459.3]\'','\'(461-493]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'',0
'\'(499.8-507.9]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',1
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(451.2-459.3]\'','\'(429-461]\'','\'(99.9-199.8]\'','\'(642.4-704.6]\'',0
'\'(459.3-467.4]\'','\'(397-429]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(491.7-499.8]\'','\'(525-557]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(459.3-467.4]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(491.7-499.8]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(499.8-507.9]\'','\'(525-557]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(491.7-499.8]\'','\'(589-621]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(451.2-459.3]\'','\'(461-493]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'',0
'\'(499.8-507.9]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',0
'\'(459.3-467.4]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(459.3-467.4]\'','\'(365-397]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'',1
'\'(483.6-491.7]\'','\'(589-621]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(461-493]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(491.7-499.8]\'','\'(429-461]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(429-461]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(491.7-499.8]\'','\'(429-461]\'','\'(599.4-699.3]\'','\'(518-580.2]\'',0
'\'(491.7-499.8]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'',1
'\'(459.3-467.4]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(459.3-467.4]\'','\'(397-429]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',1
'\'(483.6-491.7]\'','\'(589-621]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',0
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',0
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(467.4-475.5]\'','\'(365-397]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',0
'\'(459.3-467.4]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(491.7-499.8]\'','\'(429-461]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(491.7-499.8]\'','\'(493-525]\'','\'(699.3-799.2]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',0
'\'(491.7-499.8]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(499.8-507.9]\'','\'(493-525]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(459.3-467.4]\'','\'(461-493]\'','\'(199.8-299.7]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',0
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'',1
'\'(459.3-467.4]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'',0
'\'(491.7-499.8]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'',0
'\'(499.8-507.9]\'','\'(525-557]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',1
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'',0
'\'(443.1-451.2]\'','\'(-inf-365]\'','\'(99.9-199.8]\'','\'(766.8-inf)\'',1
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(443.1-451.2]\'','\'(461-493]\'','\'(99.9-199.8]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(491.7-499.8]\'','\'(589-621]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(459.3-467.4]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',0
'\'(459.3-467.4]\'','\'(461-493]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(459.3-467.4]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',0
'\'(459.3-467.4]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',0
'\'(491.7-499.8]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'',0
'\'(467.4-475.5]\'','\'(397-429]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(459.3-467.4]\'','\'(429-461]\'','\'(199.8-299.7]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'',1
'\'(459.3-467.4]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(499.8-507.9]\'','\'(557-589]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'',1
'\'(459.3-467.4]\'','\'(461-493]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(493-525]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(459.3-467.4]\'','\'(493-525]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'',0
'\'(443.1-451.2]\'','\'(461-493]\'','\'(99.9-199.8]\'','\'(642.4-704.6]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(459.3-467.4]\'','\'(429-461]\'','\'(199.8-299.7]\'','\'(518-580.2]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(451.2-459.3]\'','\'(397-429]\'','\'(199.8-299.7]\'','\'(518-580.2]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'',0
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(467.4-475.5]\'','\'(557-589]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',1
'\'(491.7-499.8]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(475.5-483.6]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',1
'\'(459.3-467.4]\'','\'(493-525]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',1
'\'(467.4-475.5]\'','\'(557-589]\'','\'(299.7-399.6]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',0
'\'(459.3-467.4]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(589-621]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(397-429]\'','\'(599.4-699.3]\'','\'(580.2-642.4]\'',0
'\'(483.6-491.7]\'','\'(429-461]\'','\'(599.4-699.3]\'','\'(642.4-704.6]\'',1
'\'(459.3-467.4]\'','\'(397-429]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(499.5-599.4]\'','\'(518-580.2]\'',1
'\'(499.8-507.9]\'','\'(589-621]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'',1
'\'(467.4-475.5]\'','\'(429-461]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',1
'\'(467.4-475.5]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(518-580.2]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(483.6-491.7]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',0
'\'(451.2-459.3]\'','\'(397-429]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'',1
'\'(475.5-483.6]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',1
'\'(459.3-467.4]\'','\'(525-557]\'','\'(299.7-399.6]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(499.8-507.9]\'','\'(525-557]\'','\'(699.3-799.2]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(557-589]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',1
'\'(459.3-467.4]\'','\'(589-621]\'','\'(299.7-399.6]\'','\'(393.6-455.8]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'',1
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(491.7-499.8]\'','\'(493-525]\'','\'(699.3-799.2]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'',1
'\'(483.6-491.7]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(455.8-518]\'',0
'\'(483.6-491.7]\'','\'(557-589]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(499.8-507.9]\'','\'(525-557]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(499.8-507.9]\'','\'(493-525]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',1
'\'(475.5-483.6]\'','\'(525-557]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(467.4-475.5]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'',1
'\'(491.7-499.8]\'','\'(461-493]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'',1
'\'(467.4-475.5]\'','\'(493-525]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(429-461]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(475.5-483.6]\'','\'(397-429]\'','\'(399.6-499.5]\'','\'(455.8-518]\'',0
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(491.7-499.8]\'','\'(589-621]\'','\'(699.3-799.2]\'','\'(-inf-269.2]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'',1
'\'(491.7-499.8]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(455.8-518]\'',1
'\'(483.6-491.7]\'','\'(525-557]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'',1
'\'(467.4-475.5]\'','\'(461-493]\'','\'(399.6-499.5]\'','\'(518-580.2]\'',0
'\'(483.6-491.7]\'','\'(493-525]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'',1
