@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R487,500,497,495,491-492,501-weka.filters.unsupervised.attribute.Remove-V-R1-3,6,5,7'

@attribute feature-472 {'\'(-inf-374.4]\'','\'(374.4-401.8]\'','\'(401.8-429.2]\'','\'(429.2-456.6]\'','\'(456.6-484]\'','\'(484-511.4]\'','\'(511.4-538.8]\'','\'(538.8-566.2]\'','\'(566.2-593.6]\'','\'(593.6-inf)\''}
@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute feature-475 {'\'(-inf-316.4]\'','\'(316.4-356.8]\'','\'(356.8-397.2]\'','\'(397.2-437.6]\'','\'(437.6-478]\'','\'(478-518.4]\'','\'(518.4-558.8]\'','\'(558.8-599.2]\'','\'(599.2-639.6]\'','\'(639.6-inf)\''}
@attribute feature-241 {'\'(-inf-365]\'','\'(365-397]\'','\'(397-429]\'','\'(429-461]\'','\'(461-493]\'','\'(493-525]\'','\'(525-557]\'','\'(557-589]\'','\'(589-621]\'','\'(621-inf)\''}
@attribute CLASS {0,1}

@data
'\'(429.2-456.6]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(429.2-456.6]\'','\'(299.7-399.6]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(557-589]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(397-429]\'',1
'\'(484-511.4]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(599.2-639.6]\'','\'(557-589]\'',1
'\'(374.4-401.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(538.8-566.2]\'','\'(599.4-699.3]\'','\'(642.4-704.6]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'','\'(599.2-639.6]\'','\'(557-589]\'',1
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(401.8-429.2]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(356.8-397.2]\'','\'(397-429]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(397.2-437.6]\'','\'(397-429]\'',0
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(429.2-456.6]\'','\'(199.8-299.7]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(397.2-437.6]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',0
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(599.2-639.6]\'','\'(589-621]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(558.8-599.2]\'','\'(525-557]\'',0
'\'(484-511.4]\'','\'(599.4-699.3]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(356.8-397.2]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(429.2-456.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(493-525]\'',1
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(356.8-397.2]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(374.4-401.8]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(538.8-566.2]\'','\'(99.9-199.8]\'','\'(704.6-766.8]\'','\'(437.6-478]\'','\'(429-461]\'',1
'\'(566.2-593.6]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(799.2-899.1]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(493-525]\'',1
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(566.2-593.6]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(374.4-401.8]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(599.4-699.3]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(538.8-566.2]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(599.2-639.6]\'','\'(589-621]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(639.6-inf)\'','\'(589-621]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(599.2-639.6]\'','\'(589-621]\'',0
'\'(429.2-456.6]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'','\'(599.2-639.6]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(199.8-299.7]\'','\'(518-580.2]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(538.8-566.2]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(401.8-429.2]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(599.4-699.3]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(374.4-401.8]\'','\'(799.2-899.1]\'','\'(269.2-331.4]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(566.2-593.6]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(429.2-456.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(599.2-639.6]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(299.7-399.6]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(538.8-566.2]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(374.4-401.8]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(599.2-639.6]\'','\'(589-621]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(599.2-639.6]\'','\'(557-589]\'',0
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(511.4-538.8]\'','\'(99.9-199.8]\'','\'(642.4-704.6]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(799.2-899.1]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(316.4-356.8]\'','\'(397-429]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(401.8-429.2]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'','\'(-inf-316.4]\'','\'(-inf-365]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(374.4-401.8]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(538.8-566.2]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(518.4-558.8]\'','\'(557-589]\'',0
'\'(566.2-593.6]\'','\'(299.7-399.6]\'','\'(766.8-inf)\'','\'(356.8-397.2]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(538.8-566.2]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(-inf-99.9]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(397-429]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(-inf-316.4]\'','\'(365-397]\'',1
'\'(538.8-566.2]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(456.6-484]\'','\'(199.8-299.7]\'','\'(518-580.2]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(-inf-374.4]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(599.2-639.6]\'','\'(557-589]\'',1
'\'(429.2-456.6]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'','\'(599.2-639.6]\'','\'(589-621]\'',1
'\'(511.4-538.8]\'','\'(199.8-299.7]\'','\'(642.4-704.6]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(493-525]\'',1
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(558.8-599.2]\'','\'(525-557]\'',0
'\'(374.4-401.8]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(558.8-599.2]\'','\'(557-589]\'',1
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(599.2-639.6]\'','\'(589-621]\'',0
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(599.2-639.6]\'','\'(557-589]\'',0
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(356.8-397.2]\'','\'(397-429]\'',1
'\'(456.6-484]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(429.2-456.6]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(642.4-704.6]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(538.8-566.2]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(397-429]\'',1
'\'(538.8-566.2]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(356.8-397.2]\'','\'(397-429]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(199.8-299.7]\'','\'(455.8-518]\'','\'(478-518.4]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(269.2-331.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
'\'(511.4-538.8]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(356.8-397.2]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(518.4-558.8]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(558.8-599.2]\'','\'(589-621]\'',0
'\'(484-511.4]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(397.2-437.6]\'','\'(429-461]\'',0
'\'(401.8-429.2]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(639.6-inf)\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(437.6-478]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(397.2-437.6]\'','\'(429-461]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(437.6-478]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(437.6-478]\'','\'(429-461]\'',1
'\'(401.8-429.2]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(478-518.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(518.4-558.8]\'','\'(525-557]\'',0
