@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1-388,390-486,488-490,493-496,499'

@attribute feature-128 {'\'(-inf-443.1]\'','\'(443.1-451.2]\'','\'(451.2-459.3]\'','\'(459.3-467.4]\'','\'(467.4-475.5]\'','\'(475.5-483.6]\'','\'(483.6-491.7]\'','\'(491.7-499.8]\'','\'(499.8-507.9]\'','\'(507.9-inf)\''}
@attribute feature-472 {'\'(-inf-374.4]\'','\'(374.4-401.8]\'','\'(401.8-429.2]\'','\'(429.2-456.6]\'','\'(456.6-484]\'','\'(484-511.4]\'','\'(511.4-538.8]\'','\'(538.8-566.2]\'','\'(566.2-593.6]\'','\'(593.6-inf)\''}
@attribute feature-241 {'\'(-inf-365]\'','\'(365-397]\'','\'(397-429]\'','\'(429-461]\'','\'(461-493]\'','\'(493-525]\'','\'(525-557]\'','\'(557-589]\'','\'(589-621]\'','\'(621-inf)\''}
@attribute feature-475 {'\'(-inf-316.4]\'','\'(316.4-356.8]\'','\'(356.8-397.2]\'','\'(397.2-437.6]\'','\'(437.6-478]\'','\'(478-518.4]\'','\'(518.4-558.8]\'','\'(558.8-599.2]\'','\'(599.2-639.6]\'','\'(639.6-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute feature-336 {'\'(-inf-244.8]\'','\'(244.8-309.6]\'','\'(309.6-374.4]\'','\'(374.4-439.2]\'','\'(439.2-504]\'','\'(504-568.8]\'','\'(568.8-633.6]\'','\'(633.6-698.4]\'','\'(698.4-763.2]\'','\'(763.2-inf)\''}
@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute CLASS {0,1}

@data
'\'(475.5-483.6]\'','\'(511.4-538.8]\'','\'(461-493]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(475.5-483.6]\'','\'(566.2-593.6]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(399.6-499.5]\'',1
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(461-493]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(475.5-483.6]\'','\'(538.8-566.2]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(244.8-309.6]\'','\'(499.5-599.4]\'',0
'\'(483.6-491.7]\'','\'(511.4-538.8]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(599.4-699.3]\'',0
'\'(475.5-483.6]\'','\'(566.2-593.6]\'','\'(429-461]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(499.5-599.4]\'',0
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(499.8-507.9]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(799.2-899.1]\'',1
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',1
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(493-525]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(493-525]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(399.6-499.5]\'',1
'\'(475.5-483.6]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(483.6-491.7]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(459.3-467.4]\'','\'(401.8-429.2]\'','\'(429-461]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(633.6-698.4]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(511.4-538.8]\'','\'(493-525]\'','\'(478-518.4]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(499.5-599.4]\'',0
'\'(491.7-499.8]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(507.9-inf)\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(799.2-899.1]\'',0
'\'(507.9-inf)\'','\'(-inf-374.4]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(269.2-331.4]\'','\'(309.6-374.4]\'','\'(899.1-inf)\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(599.4-699.3]\'',0
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(459.3-467.4]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(199.8-299.7]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(299.7-399.6]\'',1
'\'(499.8-507.9]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(699.3-799.2]\'',1
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(461-493]\'','\'(437.6-478]\'','\'(393.6-455.8]\'','\'(568.8-633.6]\'','\'(599.4-699.3]\'',0
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(429-461]\'','\'(356.8-397.2]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(493-525]\'','\'(478-518.4]\'','\'(331.4-393.6]\'','\'(568.8-633.6]\'','\'(599.4-699.3]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(399.6-499.5]\'',0
'\'(475.5-483.6]\'','\'(374.4-401.8]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(566.2-593.6]\'','\'(461-493]\'','\'(478-518.4]\'','\'(580.2-642.4]\'','\'(309.6-374.4]\'','\'(399.6-499.5]\'',1
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',1
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(704.6-766.8]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',1
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(557-589]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(309.6-374.4]\'','\'(399.6-499.5]\'',1
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(475.5-483.6]\'','\'(511.4-538.8]\'','\'(461-493]\'','\'(437.6-478]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(499.8-507.9]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(699.3-799.2]\'',1
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(459.3-467.4]\'','\'(484-511.4]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(299.7-399.6]\'',1
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(401.8-429.2]\'','\'(493-525]\'','\'(478-518.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',1
'\'(467.4-475.5]\'','\'(511.4-538.8]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(491.7-499.8]\'','\'(401.8-429.2]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(599.4-699.3]\'',1
'\'(483.6-491.7]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',0
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(269.2-331.4]\'','\'(374.4-439.2]\'','\'(499.5-599.4]\'',0
'\'(451.2-459.3]\'','\'(511.4-538.8]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(642.4-704.6]\'','\'(504-568.8]\'','\'(199.8-299.7]\'',1
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(642.4-704.6]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',1
'\'(475.5-483.6]\'','\'(374.4-401.8]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',1
'\'(459.3-467.4]\'','\'(511.4-538.8]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(459.3-467.4]\'','\'(429.2-456.6]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(557-589]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',0
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(511.4-538.8]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',1
'\'(467.4-475.5]\'','\'(429.2-456.6]\'','\'(461-493]\'','\'(437.6-478]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',1
'\'(459.3-467.4]\'','\'(511.4-538.8]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',1
'\'(451.2-459.3]\'','\'(484-511.4]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(633.6-698.4]\'','\'(199.8-299.7]\'',0
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(557-589]\'','\'(599.2-639.6]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(299.7-399.6]\'',1
'\'(483.6-491.7]\'','\'(374.4-401.8]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',1
'\'(459.3-467.4]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(491.7-499.8]\'','\'(538.8-566.2]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(642.4-704.6]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(299.7-399.6]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(475.5-483.6]\'','\'(429.2-456.6]\'','\'(557-589]\'','\'(599.2-639.6]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',1
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',1
'\'(467.4-475.5]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',1
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',1
'\'(483.6-491.7]\'','\'(456.6-484]\'','\'(397-429]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',0
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(399.6-499.5]\'',1
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(599.4-699.3]\'',0
'\'(475.5-483.6]\'','\'(511.4-538.8]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(483.6-491.7]\'','\'(456.6-484]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(455.8-518]\'','\'(244.8-309.6]\'','\'(599.4-699.3]\'',1
'\'(451.2-459.3]\'','\'(429.2-456.6]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(199.8-299.7]\'',0
'\'(459.3-467.4]\'','\'(484-511.4]\'','\'(397-429]\'','\'(356.8-397.2]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(467.4-475.5]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(299.7-399.6]\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(461-493]\'','\'(397.2-437.6]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',0
'\'(491.7-499.8]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(599.4-699.3]\'',0
'\'(483.6-491.7]\'','\'(429.2-456.6]\'','\'(589-621]\'','\'(599.2-639.6]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(599.4-699.3]\'',1
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(699.3-799.2]\'',1
'\'(451.2-459.3]\'','\'(484-511.4]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(199.8-299.7]\'',1
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(393.6-455.8]\'','\'(244.8-309.6]\'','\'(699.3-799.2]\'',1
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(499.5-599.4]\'',0
'\'(491.7-499.8]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',1
'\'(483.6-491.7]\'','\'(456.6-484]\'','\'(429-461]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',0
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(461-493]\'','\'(437.6-478]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(483.6-491.7]\'','\'(429.2-456.6]\'','\'(493-525]\'','\'(478-518.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',0
'\'(459.3-467.4]\'','\'(511.4-538.8]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(299.7-399.6]\'',1
'\'(483.6-491.7]\'','\'(429.2-456.6]\'','\'(493-525]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(461-493]\'','\'(437.6-478]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(475.5-483.6]\'','\'(484-511.4]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(499.5-599.4]\'',1
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(429-461]\'','\'(356.8-397.2]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',1
'\'(483.6-491.7]\'','\'(511.4-538.8]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(599.4-699.3]\'',0
'\'(483.6-491.7]\'','\'(374.4-401.8]\'','\'(525-557]\'','\'(558.8-599.2]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(499.5-599.4]\'',1
'\'(475.5-483.6]\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(491.7-499.8]\'','\'(429.2-456.6]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',0
'\'(443.1-451.2]\'','\'(538.8-566.2]\'','\'(429-461]\'','\'(437.6-478]\'','\'(704.6-766.8]\'','\'(504-568.8]\'','\'(99.9-199.8]\'',1
'\'(483.6-491.7]\'','\'(566.2-593.6]\'','\'(461-493]\'','\'(437.6-478]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',1
'\'(499.8-507.9]\'','\'(484-511.4]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(799.2-899.1]\'',1
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(461-493]\'','\'(437.6-478]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',0
'\'(491.7-499.8]\'','\'(484-511.4]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(599.4-699.3]\'',1
'\'(499.8-507.9]\'','\'(456.6-484]\'','\'(493-525]\'','\'(518.4-558.8]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(699.3-799.2]\'',1
'\'(483.6-491.7]\'','\'(401.8-429.2]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',0
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(299.7-399.6]\'',0
'\'(459.3-467.4]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(699.3-799.2]\'',1
'\'(467.4-475.5]\'','\'(511.4-538.8]\'','\'(461-493]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(299.7-399.6]\'',1
'\'(451.2-459.3]\'','\'(566.2-593.6]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(642.4-704.6]\'','\'(568.8-633.6]\'','\'(199.8-299.7]\'',0
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(557-589]\'','\'(558.8-599.2]\'','\'(518-580.2]\'','\'(309.6-374.4]\'','\'(399.6-499.5]\'',0
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(525-557]\'','\'(518.4-558.8]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',0
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(461-493]\'','\'(437.6-478]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(399.6-499.5]\'',1
'\'(491.7-499.8]\'','\'(374.4-401.8]\'','\'(461-493]\'','\'(437.6-478]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(599.4-699.3]\'',0
'\'(467.4-475.5]\'','\'(511.4-538.8]\'','\'(461-493]\'','\'(437.6-478]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(399.6-499.5]\'',0
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(429-461]\'','\'(397.2-437.6]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(599.4-699.3]\'',0
'\'(483.6-491.7]\'','\'(429.2-456.6]\'','\'(461-493]\'','\'(437.6-478]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(499.5-599.4]\'',0
'\'(467.4-475.5]\'','\'(538.8-566.2]\'','\'(429-461]\'','\'(437.6-478]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(299.7-399.6]\'',0
'\'(491.7-499.8]\'','\'(429.2-456.6]\'','\'(493-525]\'','\'(518.4-558.8]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',0
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(493-525]\'','\'(478-518.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(599.4-699.3]\'',1
'\'(491.7-499.8]\'','\'(456.6-484]\'','\'(589-621]\'','\'(599.2-639.6]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(599.4-699.3]\'',1
'\'(467.4-475.5]\'','\'(456.6-484]\'','\'(461-493]\'','\'(397.2-437.6]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(399.6-499.5]\'',1
'\'(483.6-491.7]\'','\'(484-511.4]\'','\'(589-621]\'','\'(639.6-inf)\'','\'(455.8-518]\'','\'(244.8-309.6]\'','\'(499.5-599.4]\'',0
