@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,21,20,19,12,10,8,4,2,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute population {a,c,n,s,v,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-shape {e,t}
@attribute gill-size {b,n}
@attribute bruises? {f,t}
@attribute cap-surface {f,g,s,y}
@attribute class {e,p}

@data
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
g,s,k,e,f,t,b,f,s,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
g,s,n,e,s,t,b,f,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
g,s,k,e,f,t,b,f,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
g,s,n,e,f,t,b,f,s,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,s,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
g,s,k,e,s,t,b,f,s,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
g,a,k,e,s,t,b,f,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,e,n,f,f,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
p,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
p,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
g,s,n,e,f,t,b,f,f,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,y,p
d,y,n,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,s,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
p,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,f,p
d,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,f,p
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,y,p
d,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,e,n,f,s,p
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,s,p
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
d,s,k,p,s,e,n,f,f,p
d,y,k,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,s,p
p,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,y,p
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
p,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
p,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
g,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
d,s,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,f,p
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,s,p
d,v,n,p,s,e,n,f,f,p
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
d,s,n,p,s,e,n,f,f,p
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,f,e
p,v,h,l,k,e,b,f,f,p
d,s,k,p,s,e,n,f,f,p
d,v,k,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,s,n,p,s,e,n,f,f,p
p,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,y,p
d,s,n,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
p,v,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,f,p
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,y,p
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,f,p
d,s,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,f,e
g,v,h,l,k,e,b,f,y,p
d,s,k,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,f,e
d,v,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
g,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
g,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,s,n,p,s,e,n,f,f,p
d,v,k,p,s,t,b,t,f,e
d,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
p,y,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,s,n,p,s,e,n,f,s,p
p,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,v,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,s,p
g,y,h,l,k,e,b,f,y,p
d,y,k,p,s,t,b,t,f,e
d,y,h,l,k,e,b,f,f,p
d,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,e,n,f,f,p
g,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
p,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,e,n,f,s,p
d,v,h,l,k,e,b,f,f,p
d,s,n,p,s,e,n,f,f,p
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
g,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,f,p
d,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
p,v,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,v,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,s,k,p,s,e,n,f,f,p
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,s,p
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,f,e
g,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
g,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,f,p
d,v,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,s,p
d,v,n,p,s,e,n,f,f,p
p,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,s,k,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
g,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,y,e
p,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
p,y,h,l,k,e,b,f,f,p
d,v,n,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
g,v,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,v,k,p,s,e,n,f,f,p
g,v,h,l,k,e,b,f,f,p
d,v,n,p,s,e,n,f,f,p
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,y,h,l,k,e,b,f,y,p
g,y,h,l,k,e,b,f,f,p
d,y,n,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,f,p
d,s,k,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,e,n,f,s,p
d,y,h,l,k,e,b,f,f,p
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
p,v,h,l,k,e,b,f,f,p
d,y,k,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,f,e
d,v,k,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,f,e
d,v,n,p,s,e,n,f,s,p
d,y,h,l,k,e,b,f,y,p
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,y,e
d,v,n,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,f,p
d,y,k,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,f,p
d,y,n,p,s,t,b,t,f,e
d,s,k,p,s,e,n,f,s,p
d,v,n,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
d,s,k,p,s,e,n,f,s,p
d,y,n,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
d,v,k,p,s,e,n,f,s,p
d,y,k,p,s,t,b,t,y,e
d,s,n,p,s,e,n,f,s,p
d,v,n,p,s,t,b,t,y,e
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,f,e
d,s,n,p,s,e,n,f,s,p
d,v,k,p,s,t,b,t,f,e
d,v,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,f,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,t,b,t,y,e
g,y,h,l,k,e,b,f,f,p
d,s,n,p,s,e,n,f,s,p
d,y,k,p,s,t,b,t,y,e
d,y,n,p,s,t,b,t,y,e
d,v,k,p,s,e,n,f,f,p
